2025-04-21 19:11:16 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:11:21 | INFO     | vigilance_system.video_acquisition.stream_manager:__init__:50 - Stream manager initialized
2025-04-21 19:11:30 | WARNING  | vigilance_system.detection.model_loader:_get_device:68 - CUDA requested but not available, falling back to CPU
2025-04-21 19:11:30 | INFO     | vigilance_system.detection.model_loader:__init__:56 - Model loader initialized with device: cpu
2025-04-21 19:11:30 | INFO     | vigilance_system.alert.decision_maker:__init__:194 - Initialized decision maker with motion_threshold=0.2, person_loitering_time=30
2025-04-21 19:11:30 | INFO     | vigilance_system.alert.notifier:__init__:72 - Alert notifier initialized with email=True, SMS=False
2025-04-21 19:11:31 | INFO     | vigilance_system.detection.model_loader:load_model:90 - Loading model: yolov5s
2025-04-21 19:11:34 | ERROR    | vigilance_system.detection.model_loader:_load_yolov5_model:131 - Error loading YOLOv5 model: No module named 'pandas'
2025-04-21 19:11:34 | ERROR    | vigilance_system.detection.model_loader:load_model:102 - Error loading model yolov5s: No module named 'pandas'
2025-04-21 19:20:36 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:20:57 | INFO     | vigilance_system.video_acquisition.stream_manager:__init__:50 - Stream manager initialized
2025-04-21 19:21:00 | WARNING  | vigilance_system.detection.model_loader:_get_device:68 - CUDA requested but not available, falling back to CPU
2025-04-21 19:21:00 | INFO     | vigilance_system.detection.model_loader:__init__:56 - Model loader initialized with device: cpu
2025-04-21 19:21:00 | INFO     | vigilance_system.alert.decision_maker:__init__:194 - Initialized decision maker with motion_threshold=0.2, person_loitering_time=30
2025-04-21 19:21:00 | INFO     | vigilance_system.alert.notifier:__init__:72 - Alert notifier initialized with email=True, SMS=False
2025-04-21 19:21:00 | INFO     | vigilance_system.detection.model_loader:load_model:90 - Loading model: yolov5s
2025-04-21 19:23:26 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:23:28 | WARNING  | vigilance_system.detection.model_loader:_get_device:68 - CUDA requested but not available, falling back to CPU
2025-04-21 19:23:28 | INFO     | vigilance_system.detection.model_loader:__init__:56 - Model loader initialized with device: cpu
2025-04-21 19:23:28 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:23:28 | INFO     | vigilance_system.detection.model_loader:load_model:90 - Loading model: yolov5s
2025-04-21 19:25:13 | INFO     | vigilance_system.detection.object_detector:__init__:115 - Initialized object detector with model: yolov5s, confidence threshold: 0.5
2025-04-21 19:26:14 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:26:14 | INFO     | vigilance_system.video_acquisition.stream_manager:__init__:50 - Stream manager initialized
2025-04-21 19:26:16 | WARNING  | vigilance_system.detection.model_loader:_get_device:68 - CUDA requested but not available, falling back to CPU
2025-04-21 19:26:16 | INFO     | vigilance_system.detection.model_loader:__init__:56 - Model loader initialized with device: cpu
2025-04-21 19:26:16 | INFO     | vigilance_system.alert.decision_maker:__init__:194 - Initialized decision maker with motion_threshold=0.2, person_loitering_time=30
2025-04-21 19:26:16 | INFO     | vigilance_system.alert.notifier:__init__:72 - Alert notifier initialized with email=True, SMS=False
2025-04-21 19:26:16 | INFO     | vigilance_system.detection.model_loader:load_model:90 - Loading model: yolov5s
2025-04-21 19:26:21 | INFO     | vigilance_system.detection.object_detector:__init__:115 - Initialized object detector with model: yolov5s, confidence threshold: 0.5
2025-04-21 19:26:21 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 19:26:21 | INFO     | __main__:main:66 - Starting Vigilance System
2025-04-21 19:26:21 | INFO     | vigilance_system.video_acquisition.camera:__init__:52 - Initialized camera 'front_door' with URL: rtsp://username:password@192.168.1.100:554/stream1
2025-04-21 19:26:21 | INFO     | vigilance_system.video_acquisition.stream_manager:add_camera:85 - Added camera 'front_door' to stream manager
2025-04-21 19:26:21 | INFO     | vigilance_system.video_acquisition.camera:__init__:52 - Initialized camera 'back_yard' with URL: http://192.168.1.101:8080/video
2025-04-21 19:26:21 | INFO     | vigilance_system.video_acquisition.stream_manager:add_camera:85 - Added camera 'back_yard' to stream manager
2025-04-21 19:26:21 | INFO     | __main__:main:78 - Starting dashboard on 0.0.0.0:5000
2025-04-21 19:29:32 | INFO     | vigilance_system.dashboard.app:handle_connect:210 - Client connected: sk8nx0MyrlRpE6QEAAAB
2025-04-21 19:29:43 | INFO     | vigilance_system.dashboard.app:process_video_streams:228 - Starting video processing loop
2025-04-21 19:29:43 | INFO     | vigilance_system.dashboard.app:start_processing:155 - Started video processing thread
2025-04-21 19:29:47 | INFO     | vigilance_system.dashboard.app:stop_processing:174 - Stopping video processing thread
2025-04-21 19:29:52 | INFO     | vigilance_system.dashboard.app:handle_disconnect:216 - Client disconnected: sk8nx0MyrlRpE6QEAAAB
2025-04-21 22:21:07 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 22:21:08 | INFO     | vigilance_system.video_acquisition.stream_manager:__init__:50 - Stream manager initialized
2025-04-21 22:21:11 | WARNING  | vigilance_system.detection.model_loader:_get_device:68 - CUDA requested but not available, falling back to CPU
2025-04-21 22:21:11 | INFO     | vigilance_system.detection.model_loader:__init__:56 - Model loader initialized with device: cpu
2025-04-21 22:21:11 | INFO     | vigilance_system.alert.decision_maker:__init__:194 - Initialized decision maker with motion_threshold=0.2, person_loitering_time=30
2025-04-21 22:21:11 | INFO     | vigilance_system.alert.notifier:__init__:72 - Alert notifier initialized with email=True, SMS=False
2025-04-21 22:21:11 | INFO     | vigilance_system.detection.model_loader:load_model:90 - Loading model: yolov5s
2025-04-21 22:21:19 | INFO     | vigilance_system.detection.object_detector:__init__:115 - Initialized object detector with model: yolov5s, confidence threshold: 0.5
2025-04-21 22:21:19 | INFO     | vigilance_system.utils.logger:setup_logger:53 - Logger initialized at level INFO
2025-04-21 22:21:19 | INFO     | __main__:main:66 - Starting Vigilance System
2025-04-21 22:21:19 | INFO     | vigilance_system.video_acquisition.camera:__init__:52 - Initialized camera 'front_door' with URL: rtsp://username:password@192.168.1.100:554/stream1
2025-04-21 22:21:19 | INFO     | vigilance_system.video_acquisition.stream_manager:add_camera:85 - Added camera 'front_door' to stream manager
2025-04-21 22:21:19 | INFO     | vigilance_system.video_acquisition.camera:__init__:52 - Initialized camera 'back_yard' with URL: http://192.168.1.101:8080/video
2025-04-21 22:21:19 | INFO     | vigilance_system.video_acquisition.stream_manager:add_camera:85 - Added camera 'back_yard' to stream manager
2025-04-21 22:21:19 | INFO     | __main__:main:78 - Starting dashboard on 0.0.0.0:5000
2025-04-21 22:24:04 | INFO     | vigilance_system.dashboard.app:handle_connect:210 - Client connected: k9EriGMRBdO97uB8AAAB
2025-04-21 22:24:16 | INFO     | vigilance_system.dashboard.app:process_video_streams:228 - Starting video processing loop
2025-04-21 22:24:16 | INFO     | vigilance_system.dashboard.app:start_processing:155 - Started video processing thread
2025-04-21 22:24:22 | INFO     | vigilance_system.dashboard.app:stop_processing:174 - Stopping video processing thread
2025-04-21 22:24:46 | ERROR    | vigilance_system.video_acquisition.camera:connect:191 - Failed to open RTSP stream: rtsp://username:password@192.168.1.100:554/stream1
2025-04-21 22:24:46 | ERROR    | vigilance_system.video_acquisition.camera:start:86 - Failed to start camera 'front_door': Connection failed
2025-04-21 22:25:38 | INFO     | vigilance_system.dashboard.app:handle_disconnect:216 - Client disconnected: k9EriGMRBdO97uB8AAAB
